original,sanitized
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L1 (-),sola_conc_liko__276kwp__pcc_powe_fact_of_phas_l1__u_num
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L2 (-),sola_conc_liko__276kwp__pcc_powe_fact_of_phas_l2__u_num
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L3 (-),sola_conc_liko__276kwp__pcc_powe_fact_of_phas_l3__u_num
[Solar Concept 276 KWp Likovouni] PCC PCC reactive energy export (kVArh),sola_conc_liko__276kwp__pcc_reac_ener_expo__u_kvarh
[Solar Concept 276 KWp Likovouni] PCC PCC reactive energy import (kVArh),sola_conc_liko__276kwp__pcc_reac_ener_impo__u_kvarh
[Solar Concept 276 KWp Likovouni] PCC PCC total power factor (-),sola_conc_liko__276kwp__pcc_tota_powe_fact__u_num
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L1-L2 (Vac),sola_conc_liko__276kwp__pcc_volt_of_l1_l2__u_vac
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L2-L3 (Vac),sola_conc_liko__276kwp__pcc_volt_of_l2_l3__u_vac
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L3-L1 (Vac),sola_conc_liko__276kwp__pcc_volt_of_l3_l1__u_vac
[Solar Concept 276 KWp Likovouni] PCC Production active energy export (kWh),sola_conc_liko__276kwp__pcc_prod_acti_ener_expo__u_kwh
[Solar Concept 276 KWp Likovouni] PCC Production active energy import (kWh),sola_conc_liko__276kwp__pcc_prod_acti_ener_impo__u_kwh
[Solar Concept 276 KWp Likovouni] PCC Production apparent energy (kVAh),sola_conc_liko__276kwp__pcc_prod_appa_ener__u_kvah
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L1 (A),sola_conc_liko__276kwp__pcc_prod_curr_of_phas_l1__u_a
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L2 (A),sola_conc_liko__276kwp__pcc_prod_curr_of_phas_l2__u_a
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L3 (A),sola_conc_liko__276kwp__pcc_prod_curr_of_phas_l3__u_a
[Solar Concept 276 KWp Likovouni] PCC Production frequency (Hz),sola_conc_liko__276kwp__pcc_prod_freq__u_hz
[Solar Concept 276 KWp Likovouni] PCC Production reactive energy export (kVArh),sola_conc_liko__276kwp__pcc_prod_reac_ener_expo__u_kvarh
[Solar Concept 276 KWp Likovouni] PCC Production reactive energy import (kVArh),sola_conc_liko__276kwp__pcc_prod_reac_ener_impo__u_kvarh
[Solar Concept 276 KWp Likovouni] PCC Production total power factor (-),sola_conc_liko__276kwp__pcc_prod_tota_powe_fact__u_num
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L1-L2 (Vac),sola_conc_liko__276kwp__pcc_prod_volt_of_l1_l2__u_vac
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L2-L3 (Vac),sola_conc_liko__276kwp__pcc_prod_volt_of_l2_l3__u_vac
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L3-L1 (Vac),sola_conc_liko__276kwp__pcc_prod_volt_of_l3_l1__u_vac
[Solar Concept 276 KWp Likovouni] PCC Total Production active power (kW),sola_conc_liko__276kwp__pcc_tota_prod_acti_powe__u_kw
[Solar Concept 276 KWp Likovouni] PCC Total Production apparent power (kVA),sola_conc_liko__276kwp__pcc_tota_prod_appa_powe__u_kva
[Solar Concept 276 KWp Likovouni] PCC Total Production reactive power (kVAr),sola_conc_liko__276kwp__pcc_tota_prod_reac_powe__u_kvar
[Solar Concept 276 KWp Likovouni] Solar Concept 276 KWp Likovouni Average Irradiance (W*m^-2),sola_conc_liko__276kwp__aver_irra__u_w_m_2
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),sola_conc_lexa__3721kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),sola_conc_lexa__3721kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),sola_conc_lexa__3721kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Solar Concept 3721 KWp Lexaina] PCC PCC active energy export (kWh),sola_conc_lexa__3721kwp__pcc_acti_ener_expo__u_kwh
[Solar Concept 3721 KWp Lexaina] PCC PCC active energy import (kWh),sola_conc_lexa__3721kwp__pcc_acti_ener_impo__u_kwh
[Solar Concept 3721 KWp Lexaina] PCC PCC apparent energy (kVAh),sola_conc_lexa__3721kwp__pcc_appa_ener__u_kvah
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L1 (A),sola_conc_lexa__3721kwp__pcc_curr_of_phas_l1__u_a
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L2 (A),sola_conc_lexa__3721kwp__pcc_curr_of_phas_l2__u_a
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L3 (A),sola_conc_lexa__3721kwp__pcc_curr_of_phas_l3__u_a
[Solar Concept 3721 KWp Lexaina] PCC PCC frequency (Hz),sola_conc_lexa__3721kwp__pcc_freq__u_hz
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L1 (-),sola_conc_lexa__3721kwp__pcc_powe_fact_of_phas_l1__u_num
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L2 (-),sola_conc_lexa__3721kwp__pcc_powe_fact_of_phas_l2__u_num
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L3 (-),sola_conc_lexa__3721kwp__pcc_powe_fact_of_phas_l3__u_num
[Solar Concept 3721 KWp Lexaina] PCC PCC reactive energy export (kVArh),sola_conc_lexa__3721kwp__pcc_reac_ener_expo__u_kvarh
[Solar Concept 3721 KWp Lexaina] PCC PCC reactive energy import (kVArh),sola_conc_lexa__3721kwp__pcc_reac_ener_impo__u_kvarh
[Solar Concept 3721 KWp Lexaina] PCC PCC total power factor (-),sola_conc_lexa__3721kwp__pcc_tota_powe_fact__u_num
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),sola_conc_lexa__3721kwp__pcc_volt_of_l1_l2__u_vac
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),sola_conc_lexa__3721kwp__pcc_volt_of_l2_l3__u_vac
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),sola_conc_lexa__3721kwp__pcc_volt_of_l3_l1__u_vac
[Solar Concept 3721 KWp Lexaina] PCC Production active energy export (kWh),sola_conc_lexa__3721kwp__pcc_prod_acti_ener_expo__u_kwh
[Solar Concept 3721 KWp Lexaina] PCC Production active energy import (kWh),sola_conc_lexa__3721kwp__pcc_prod_acti_ener_impo__u_kwh
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L1 (A),sola_conc_lexa__3721kwp__pcc_prod_curr_of_phas_l1__u_a
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L2 (A),sola_conc_lexa__3721kwp__pcc_prod_curr_of_phas_l2__u_a
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L3 (A),sola_conc_lexa__3721kwp__pcc_prod_curr_of_phas_l3__u_a
[Solar Concept 3721 KWp Lexaina] PCC Production frequency (Hz),sola_conc_lexa__3721kwp__pcc_prod_freq__u_hz
[Solar Concept 3721 KWp Lexaina] PCC Production reactive energy export (kVArh),sola_conc_lexa__3721kwp__pcc_prod_reac_ener_expo__u_kvarh
[Solar Concept 3721 KWp Lexaina] PCC Production reactive energy import (kVArh),sola_conc_lexa__3721kwp__pcc_prod_reac_ener_impo__u_kvarh
[Solar Concept 3721 KWp Lexaina] PCC Production total power factor (-),sola_conc_lexa__3721kwp__pcc_prod_tota_powe_fact__u_num
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),sola_conc_lexa__3721kwp__pcc_prod_volt_of_l1_l2__u_vac
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),sola_conc_lexa__3721kwp__pcc_prod_volt_of_l2_l3__u_vac
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),sola_conc_lexa__3721kwp__pcc_prod_volt_of_l3_l1__u_vac
[Solar Concept 3721 KWp Lexaina] PCC Total Production active power (kW),sola_conc_lexa__3721kwp__pcc_tota_prod_acti_powe__u_kw
[Solar Concept 3721 KWp Lexaina] PCC Total Production reactive power (kVAr),sola_conc_lexa__3721kwp__pcc_tota_prod_reac_powe__u_kvar
[Solar Concept 3721 KWp Lexaina] Solar Concept 3721 KWp Lexaina Average Irradiance (W*m^-2),sola_conc_lexa__3721kwp__aver_irra__u_w_m_2
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),sola_datu_lexa__2910kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),sola_datu_lexa__2910kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),sola_datu_lexa__2910kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Solar Datum 2910 KWp Lexaina] PCC PCC active energy export (kWh),sola_datu_lexa__2910kwp__pcc_acti_ener_expo__u_kwh
[Solar Datum 2910 KWp Lexaina] PCC PCC active energy import (kWh),sola_datu_lexa__2910kwp__pcc_acti_ener_impo__u_kwh
[Solar Datum 2910 KWp Lexaina] PCC PCC apparent energy (kVAh),sola_datu_lexa__2910kwp__pcc_appa_ener__u_kvah
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L1 (A),sola_datu_lexa__2910kwp__pcc_curr_of_phas_l1__u_a
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L2 (A),sola_datu_lexa__2910kwp__pcc_curr_of_phas_l2__u_a
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L3 (A),sola_datu_lexa__2910kwp__pcc_curr_of_phas_l3__u_a
[Solar Datum 2910 KWp Lexaina] PCC PCC frequency (Hz),sola_datu_lexa__2910kwp__pcc_freq__u_hz
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L1 (-),sola_datu_lexa__2910kwp__pcc_powe_fact_of_phas_l1__u_num
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L2 (-),sola_datu_lexa__2910kwp__pcc_powe_fact_of_phas_l2__u_num
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L3 (-),sola_datu_lexa__2910kwp__pcc_powe_fact_of_phas_l3__u_num
[Solar Datum 2910 KWp Lexaina] PCC PCC reactive energy export (kVArh),sola_datu_lexa__2910kwp__pcc_reac_ener_expo__u_kvarh
[Solar Datum 2910 KWp Lexaina] PCC PCC reactive energy import (kVArh),sola_datu_lexa__2910kwp__pcc_reac_ener_impo__u_kvarh
[Solar Datum 2910 KWp Lexaina] PCC PCC total power factor (-),sola_datu_lexa__2910kwp__pcc_tota_powe_fact__u_num
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),sola_datu_lexa__2910kwp__pcc_volt_of_l1_l2__u_vac
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),sola_datu_lexa__2910kwp__pcc_volt_of_l2_l3__u_vac
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),sola_datu_lexa__2910kwp__pcc_volt_of_l3_l1__u_vac
[Solar Datum 2910 KWp Lexaina] PCC Production active energy export (kWh),sola_datu_lexa__2910kwp__pcc_prod_acti_ener_expo__u_kwh
[Solar Datum 2910 KWp Lexaina] PCC Production active energy import (kWh),sola_datu_lexa__2910kwp__pcc_prod_acti_ener_impo__u_kwh
[Solar Datum 2910 KWp Lexaina] PCC Production apparent energy (kVAh),sola_datu_lexa__2910kwp__pcc_prod_appa_ener__u_kvah
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L1 (A),sola_datu_lexa__2910kwp__pcc_prod_curr_of_phas_l1__u_a
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L2 (A),sola_datu_lexa__2910kwp__pcc_prod_curr_of_phas_l2__u_a
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L3 (A),sola_datu_lexa__2910kwp__pcc_prod_curr_of_phas_l3__u_a
[Solar Datum 2910 KWp Lexaina] PCC Production frequency (Hz),sola_datu_lexa__2910kwp__pcc_prod_freq__u_hz
[Solar Datum 2910 KWp Lexaina] PCC Production reactive energy export (kVArh),sola_datu_lexa__2910kwp__pcc_prod_reac_ener_expo__u_kvarh
[Solar Datum 2910 KWp Lexaina] PCC Production reactive energy import (kVArh),sola_datu_lexa__2910kwp__pcc_prod_reac_ener_impo__u_kvarh
[Solar Datum 2910 KWp Lexaina] PCC Production total power factor (-),sola_datu_lexa__2910kwp__pcc_prod_tota_powe_fact__u_num
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),sola_datu_lexa__2910kwp__pcc_prod_volt_of_l1_l2__u_vac
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),sola_datu_lexa__2910kwp__pcc_prod_volt_of_l2_l3__u_vac
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),sola_datu_lexa__2910kwp__pcc_prod_volt_of_l3_l1__u_vac
[Solar Datum 2910 KWp Lexaina] PCC Total Production active power (kW),sola_datu_lexa__2910kwp__pcc_tota_prod_acti_powe__u_kw
[Solar Datum 2910 KWp Lexaina] PCC Total Production apparent power (kVA),sola_datu_lexa__2910kwp__pcc_tota_prod_appa_powe__u_kva
[Solar Datum 2910 KWp Lexaina] PCC Total Production reactive power (kVAr),sola_datu_lexa__2910kwp__pcc_tota_prod_reac_powe__u_kvar
[Solar Datum 2910 KWp Lexaina] Solar Datum 2910 KWp Lexaina Average Irradiance (W*m^-2),sola_datu_lexa__2910kwp__aver_irra__u_w_m_2
[Solar Datum 864 KWp Darali] Main Weather Station Ambient Temperature (C),sola_datu_dara__864kwp__main_weat_stat_ambi_temp__u_c
[Solar Datum 864 KWp Darali] Main Weather Station Relative Humidity  (%),sola_datu_dara__864kwp__main_weat_stat_rela_humi__u_pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of neutral (%),sola_datu_dara__864kwp__pcc_curr_thd_r_of_neut__u_pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L1 (%),sola_datu_dara__864kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L2 (%),sola_datu_dara__864kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L3 (%),sola_datu_dara__864kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Solar Datum 864 KWp Darali] PCC PCC active energy export (kWh),sola_datu_dara__864kwp__pcc_acti_ener_expo__u_kwh
[Solar Datum 864 KWp Darali] PCC PCC active energy import (kWh),sola_datu_dara__864kwp__pcc_acti_ener_impo__u_kwh
[Solar Datum 864 KWp Darali] PCC PCC apparent energy (kVAh),sola_datu_dara__864kwp__pcc_appa_ener__u_kvah
[Solar Datum 864 KWp Darali] PCC PCC average current (A),sola_datu_dara__864kwp__pcc_aver_curr__u_a
[Solar Datum 864 KWp Darali] PCC PCC average line voltage (Vac),sola_datu_dara__864kwp__pcc_aver_line_volt__u_vac
[Solar Datum 864 KWp Darali] PCC PCC average phase voltage (Vac),sola_datu_dara__864kwp__pcc_aver_phas_volt__u_vac
[Solar Datum 864 KWp Darali] PCC PCC current of phase L1 (A),sola_datu_dara__864kwp__pcc_curr_of_phas_l1__u_a
[Solar Datum 864 KWp Darali] PCC PCC current of phase L2 (A),sola_datu_dara__864kwp__pcc_curr_of_phas_l2__u_a
[Solar Datum 864 KWp Darali] PCC PCC current of phase L3 (A),sola_datu_dara__864kwp__pcc_curr_of_phas_l3__u_a
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L1 (%),sola_datu_dara__864kwp__pcc_curr_unba_of_phas_l1__u_pct
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L2 (%),sola_datu_dara__864kwp__pcc_curr_unba_of_phas_l2__u_pct
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L3 (%),sola_datu_dara__864kwp__pcc_curr_unba_of_phas_l3__u_pct
[Solar Datum 864 KWp Darali] PCC PCC frequency (Hz),sola_datu_dara__864kwp__pcc_freq__u_hz
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L1 (-),sola_datu_dara__864kwp__pcc_powe_fact_of_phas_l1__u_num
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L2 (-),sola_datu_dara__864kwp__pcc_powe_fact_of_phas_l2__u_num
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L3 (-),sola_datu_dara__864kwp__pcc_powe_fact_of_phas_l3__u_num
[Solar Datum 864 KWp Darali] PCC PCC reactive energy export (kVArh),sola_datu_dara__864kwp__pcc_reac_ener_expo__u_kvarh
[Solar Datum 864 KWp Darali] PCC PCC reactive energy import (kVArh),sola_datu_dara__864kwp__pcc_reac_ener_impo__u_kvarh
[Solar Datum 864 KWp Darali] PCC PCC total power factor (-),sola_datu_dara__864kwp__pcc_tota_powe_fact__u_num
[Solar Datum 864 KWp Darali] PCC PCC voltage of L1-L2 (Vac),sola_datu_dara__864kwp__pcc_volt_of_l1_l2__u_vac
[Solar Datum 864 KWp Darali] PCC PCC voltage of L2-L3 (Vac),sola_datu_dara__864kwp__pcc_volt_of_l2_l3__u_vac
[Solar Datum 864 KWp Darali] PCC PCC voltage of L3-L1 (Vac),sola_datu_dara__864kwp__pcc_volt_of_l3_l1__u_vac
[Solar Datum 864 KWp Darali] PCC Production active energy export (kWh),sola_datu_dara__864kwp__pcc_prod_acti_ener_expo__u_kwh
[Solar Datum 864 KWp Darali] PCC Production active energy import (kWh),sola_datu_dara__864kwp__pcc_prod_acti_ener_impo__u_kwh
[Solar Datum 864 KWp Darali] PCC Production apparent energy (kVAh),sola_datu_dara__864kwp__pcc_prod_appa_ener__u_kvah
[Solar Datum 864 KWp Darali] PCC Production current of phase L1 (A),sola_datu_dara__864kwp__pcc_prod_curr_of_phas_l1__u_a
[Solar Datum 864 KWp Darali] PCC Production current of phase L2 (A),sola_datu_dara__864kwp__pcc_prod_curr_of_phas_l2__u_a
[Solar Datum 864 KWp Darali] PCC Production current of phase L3 (A),sola_datu_dara__864kwp__pcc_prod_curr_of_phas_l3__u_a
[Solar Datum 864 KWp Darali] PCC Production frequency (Hz),sola_datu_dara__864kwp__pcc_prod_freq__u_hz
[Solar Datum 864 KWp Darali] PCC Production reactive energy export (kVArh),sola_datu_dara__864kwp__pcc_prod_reac_ener_expo__u_kvarh
[Solar Datum 864 KWp Darali] PCC Production reactive energy import (kVArh),sola_datu_dara__864kwp__pcc_prod_reac_ener_impo__u_kvarh
[Solar Datum 864 KWp Darali] PCC Production total power factor (-),sola_datu_dara__864kwp__pcc_prod_tota_powe_fact__u_num
[Solar Datum 864 KWp Darali] PCC Production voltage of L1-L2 (Vac),sola_datu_dara__864kwp__pcc_prod_volt_of_l1_l2__u_vac
[Solar Datum 864 KWp Darali] PCC Production voltage of L2-L3 (Vac),sola_datu_dara__864kwp__pcc_prod_volt_of_l2_l3__u_vac
[Solar Datum 864 KWp Darali] PCC Production voltage of L3-L1 (Vac),sola_datu_dara__864kwp__pcc_prod_volt_of_l3_l1__u_vac
[Solar Datum 864 KWp Darali] PCC Total Production active power (kW),sola_datu_dara__864kwp__pcc_tota_prod_acti_powe__u_kw
[Solar Datum 864 KWp Darali] PCC Total Production apparent power (kVA),sola_datu_dara__864kwp__pcc_tota_prod_appa_powe__u_kva
[Solar Datum 864 KWp Darali] PCC Total Production reactive power (kVAr),sola_datu_dara__864kwp__pcc_tota_prod_reac_powe__u_kvar
[Solar Datum 864 KWp Darali] Solar Datum 864 KWp Darali Average Irradiance (W*m^-2),sola_datu_dara__864kwp__aver_irra__u_w_m_2
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of neutral (%),sola_fact_andr__494kwp__pcc_curr_thd_r_of_neut__u_pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L1 (%),sola_fact_andr__494kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L2 (%),sola_fact_andr__494kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L3 (%),sola_fact_andr__494kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Solar Factory 494kWp Andravida] PCC PCC active energy export (kWh),sola_fact_andr__494kwp__pcc_acti_ener_expo__u_kwh
[Solar Factory 494kWp Andravida] PCC PCC active energy import (kWh),sola_fact_andr__494kwp__pcc_acti_ener_impo__u_kwh
[Solar Factory 494kWp Andravida] PCC PCC apparent energy (kVAh),sola_fact_andr__494kwp__pcc_appa_ener__u_kvah
[Solar Factory 494kWp Andravida] PCC PCC average current (A),sola_fact_andr__494kwp__pcc_aver_curr__u_a
[Solar Factory 494kWp Andravida] PCC PCC average line voltage (Vac),sola_fact_andr__494kwp__pcc_aver_line_volt__u_vac
[Solar Factory 494kWp Andravida] PCC PCC average phase voltage (Vac),sola_fact_andr__494kwp__pcc_aver_phas_volt__u_vac
[Solar Factory 494kWp Andravida] PCC PCC current of phase L1 (A),sola_fact_andr__494kwp__pcc_curr_of_phas_l1__u_a
[Solar Factory 494kWp Andravida] PCC PCC current of phase L2 (A),sola_fact_andr__494kwp__pcc_curr_of_phas_l2__u_a
[Solar Factory 494kWp Andravida] PCC PCC current of phase L3 (A),sola_fact_andr__494kwp__pcc_curr_of_phas_l3__u_a
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L1 (%),sola_fact_andr__494kwp__pcc_curr_unba_of_phas_l1__u_pct
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L2 (%),sola_fact_andr__494kwp__pcc_curr_unba_of_phas_l2__u_pct
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L3 (%),sola_fact_andr__494kwp__pcc_curr_unba_of_phas_l3__u_pct
[Solar Factory 494kWp Andravida] PCC PCC frequency (Hz),sola_fact_andr__494kwp__pcc_freq__u_hz
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L1 (-),sola_fact_andr__494kwp__pcc_powe_fact_of_phas_l1__u_num
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L2 (-),sola_fact_andr__494kwp__pcc_powe_fact_of_phas_l2__u_num
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L3 (-),sola_fact_andr__494kwp__pcc_powe_fact_of_phas_l3__u_num
[Solar Factory 494kWp Andravida] PCC PCC reactive energy export (kVArh),sola_fact_andr__494kwp__pcc_reac_ener_expo__u_kvarh
[Solar Factory 494kWp Andravida] PCC PCC reactive energy import (kVArh),sola_fact_andr__494kwp__pcc_reac_ener_impo__u_kvarh
[Solar Factory 494kWp Andravida] PCC PCC total power factor (-),sola_fact_andr__494kwp__pcc_tota_powe_fact__u_num
[Solar Factory 494kWp Andravida] PCC PCC voltage of L1-L2 (Vac),sola_fact_andr__494kwp__pcc_volt_of_l1_l2__u_vac
[Solar Factory 494kWp Andravida] PCC PCC voltage of L2-L3 (Vac),sola_fact_andr__494kwp__pcc_volt_of_l2_l3__u_vac
[Solar Factory 494kWp Andravida] PCC PCC voltage of L3-L1 (Vac),sola_fact_andr__494kwp__pcc_volt_of_l3_l1__u_vac
[Solar Factory 494kWp Andravida] PCC Production active energy export (kWh),sola_fact_andr__494kwp__pcc_prod_acti_ener_expo__u_kwh
[Solar Factory 494kWp Andravida] PCC Production active energy import (kWh),sola_fact_andr__494kwp__pcc_prod_acti_ener_impo__u_kwh
[Solar Factory 494kWp Andravida] PCC Production apparent energy (kVAh),sola_fact_andr__494kwp__pcc_prod_appa_ener__u_kvah
[Solar Factory 494kWp Andravida] PCC Production current of phase L1 (A),sola_fact_andr__494kwp__pcc_prod_curr_of_phas_l1__u_a
[Solar Factory 494kWp Andravida] PCC Production current of phase L2 (A),sola_fact_andr__494kwp__pcc_prod_curr_of_phas_l2__u_a
[Solar Factory 494kWp Andravida] PCC Production current of phase L3 (A),sola_fact_andr__494kwp__pcc_prod_curr_of_phas_l3__u_a
[Solar Factory 494kWp Andravida] PCC Production frequency (Hz),sola_fact_andr__494kwp__pcc_prod_freq__u_hz
[Solar Factory 494kWp Andravida] PCC Production reactive energy export (kVArh),sola_fact_andr__494kwp__pcc_prod_reac_ener_expo__u_kvarh
[Solar Factory 494kWp Andravida] PCC Production reactive energy import (kVArh),sola_fact_andr__494kwp__pcc_prod_reac_ener_impo__u_kvarh
[Solar Factory 494kWp Andravida] PCC Production total power factor (-),sola_fact_andr__494kwp__pcc_prod_tota_powe_fact__u_num
[Solar Factory 494kWp Andravida] PCC Production voltage of L1-L2 (Vac),sola_fact_andr__494kwp__pcc_prod_volt_of_l1_l2__u_vac
[Solar Factory 494kWp Andravida] PCC Production voltage of L2-L3 (Vac),sola_fact_andr__494kwp__pcc_prod_volt_of_l2_l3__u_vac
[Solar Factory 494kWp Andravida] PCC Production voltage of L3-L1 (Vac),sola_fact_andr__494kwp__pcc_prod_volt_of_l3_l1__u_vac
[Solar Factory 494kWp Andravida] PCC Total Production active power (kW),sola_fact_andr__494kwp__pcc_tota_prod_acti_powe__u_kw
[Solar Factory 494kWp Andravida] PCC Total Production apparent power (kVA),sola_fact_andr__494kwp__pcc_tota_prod_appa_powe__u_kva
[Solar Factory 494kWp Andravida] PCC Total Production reactive power (kVAr),sola_fact_andr__494kwp__pcc_tota_prod_reac_powe__u_kvar
[Solar Factory 494kWp Andravida] Solar Factory 494kWp Andravida Average Irradiance (W*m^-2),sola_fact_andr__494kwp__aver_irra__u_w_m_2
[Solar Factory 494kWp Andravida] Weather Station Ambient temperature (C),sola_fact_andr__494kwp__weat_stat_ambi_temp__u_c
[Solar Factory 494kWp Andravida] Weather Station Wind speed (m*s^-1),sola_fact_andr__494kwp__weat_stat_wind_spee__u_m_s_1
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of neutral (%),spes_sola_dara__1527kwp__pcc_curr_thd_r_of_neut__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L1 (%),spes_sola_dara__1527kwp__pcc_curr_thd_r_of_phas_l1__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L2 (%),spes_sola_dara__1527kwp__pcc_curr_thd_r_of_phas_l2__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L3 (%),spes_sola_dara__1527kwp__pcc_curr_thd_r_of_phas_l3__u_pct
[Spes Solaris 1527 KWp Darali] PCC PCC active energy export (kWh),spes_sola_dara__1527kwp__pcc_acti_ener_expo__u_kwh
[Spes Solaris 1527 KWp Darali] PCC PCC active energy import (kWh),spes_sola_dara__1527kwp__pcc_acti_ener_impo__u_kwh
[Spes Solaris 1527 KWp Darali] PCC PCC apparent energy (kVAh),spes_sola_dara__1527kwp__pcc_appa_ener__u_kvah
[Spes Solaris 1527 KWp Darali] PCC PCC average current (A),spes_sola_dara__1527kwp__pcc_aver_curr__u_a
[Spes Solaris 1527 KWp Darali] PCC PCC average line voltage (Vac),spes_sola_dara__1527kwp__pcc_aver_line_volt__u_vac
[Spes Solaris 1527 KWp Darali] PCC PCC average phase voltage (Vac),spes_sola_dara__1527kwp__pcc_aver_phas_volt__u_vac
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L1 (A),spes_sola_dara__1527kwp__pcc_curr_of_phas_l1__u_a
